USERID,SHOPID,ARRIVAL_TIME
8554,9253,20140811143411
3801,9295,20140817121532
3801,9295,20140817183442
2856,9200,20140817110211
6284,9,20140811104218
6284,9095,20140811150214
6284,7275,20140811121328
266,9593,20140811183610
1382,7329,20140817132206
1382,4919,20140817120417
5722,5257,20140811103214
4895,3736,20140811153020
4895,3856,20140817181224
1443,527,20140817124550
1443,634,20140817155259
367,9067,20140811193243
7503,9738,20140811151407
7503,18,20140811160236
8205,8506,20140811133301
8205,8506,20140817120647
8205,8506,20140811175417
8994,1995,20140811113103
9751,7303,20140811164022
3213,543,20140811142823
3213,9050,20140817193922
3213,5042,20140817111349
9687,9216,20140811124049
9687,8982,20140817173405
9687,8982,20140817164242
9687,8982,20140811165750
7495,7303,20140811163800
6908,5295,20140811114101
6908,5295,20140811174630
7000,533,20140817165250
3948,7981,20140811132235
1265,9043,20140811113116
1265,9043,20140817162541
1265,9269,20140817152736
1265,9176,20140817102314
1265,8988,20140811182932
1265,7277,20140811164410
1265,3883,20140811121518
3369,5257,20140811100526
3369,7308,20140817170817
3369,9117,20140817160851
3369,5175,20140811183955
9194,545,20140811113513
1951,9175,20140811150943
1951,9175,20140817190259
9202,9124,20140811165922
7149,3883,20140811182628
7149,7308,20140817100913
7024,6225,20140811140524
7024,11538,20140817143442
7024,10746,20140811160308
75,9119,20140811160435
4251,9113,20140811183833
4251,7337,20140817105930
1883,3110,20140817100225
1883,3110,20140817151919
5678,3028,20140811163640
5678,3053,20140817143943
8199,4987,20140811195802
8199,7922,20140817143834
3572,7303,20140811111759
3572,3836,20140811181952
8940,9562,20140817183916
4235,9202,20140811101046
4235,9090,20140811124140
8167,7315,20140811155216
8167,521,20140817134722
8446,1689,20140811105322
8446,4446,20140817111637
8446,9588,20140811110152
4896,9250,20140811101922
1341,3387,20140817124809
6192,8506,20140811111510
6192,8506,20140811121325
9397,7786,20140817170428
9343,4962,20140811161032
2209,10484,20140811114220
2209,9200,20140811144050
4537,3258,20140811134852
4537,3074,20140817161848
8121,4840,20140811114155
8121,8988,20140817140206
6926,10680,20140811142316
6926,10670,20140817174842
6926,10680,20140817165225
6926,10680,20140817142430
6926,10670,20140811183456
4076,9313,20140811175841
4477,3787,20140811121034
4477,5020,20140817150746
4477,5003,20140817105116
9369,9092,20140811154529
2705,2114,20140811131558
8564,3232,20140817170536
5438,7922,20140817120849
8641,524,20140811114238
8641,1906,20140817185632
8576,9197,20140811100414
8576,9211,20140817150116
8576,9197,20140817135418
8576,7337,20140817102230
7652,7935,20140811120829
7862,1980,20140817165529
3573,9309,20140811100924
6039,8829,20140817101302
2991,8015,20140811175438
2991,11362,20140811181920
3952,9292,20140811144110
4513,7316,20140811110853
1959,4587,20140811165147
7818,4719,20140811144322
1890,7163,20140811181912
9184,8988,20140811100039
1347,6199,20140811114705
1347,11640,20140817173939
621,11388,20140811100150
621,4883,20140817121145
3554,6738,20140811164035
4256,4446,20140811181400
4967,3867,20140811105104
9445,11674,20140817135352
2069,9299,20140817174631
9092,5626,20140811101131
9092,5618,20140817103502
3662,5711,20140811174719
6270,9202,20140811153717
2825,8859,20140811175438
7702,8066,20140811142859
883,4867,20140817104507
9776,10488,20140817164752
9776,10488,20140817104338
9193,934,20140817102823
4180,9043,20140811164706
6795,4401,20140811112951
6783,9340,20140811113625
4880,4966,20140811104142
3092,9260,20140817145127
8811,9838,20140811133356
6383,7925,20140811103200
2579,4837,20140817172949
1180,4858,20140811184222
7697,10677,20140811142707
7697,10754,20140817131523
6900,4345,20140811103641
7582,3405,20140811144114
8849,9197,20140811104149
6292,10494,20140811174945
6150,3373,20140811122112
6150,9913,20140817125502
2747,9015,20140811110104
8506,7337,20140811113440
9666,9067,20140811144415
4814,11327,20140811161114
8020,3339,20140811185250
1068,3180,20140811161636
3481,4610,20140811165047
7672,3266,20140811143607
9045,7920,20140817192241
2264,1822,20140817115422
7399,6662,20140817191603
4711,9647,20140811125653
4711,2008,20140817185127
301,9143,20140817175607
1431,9015,20140811104600
1431,9063,20140817170305
1431,3835,20140817160503
8608,8066,20140811111140
6936,2181,20140811102757
8194,8995,20140811145617
9797,7303,20140817120146
6525,7915,20140817174650
8299,7932,20140817180610
8299,4947,20140817175442
1742,5345,20140811115154
1742,5345,20140817122630
1742,5345,20140817114114
8824,9208,20140811155523
8824,10490,20140817112828
4426,3799,20140811163051
4596,7348,20140811141358
9682,8931,20140811174359
1363,7307,20140817112858
1236,6662,20140817185531
8235,7350,20140811131813
745,537,20140811151834
4407,7337,20140811135315
3186,7231,20140811182257
3382,7967,20140811113015
3841,9328,20140811150744
2573,4883,20140811101229
676,8907,20140817151839
1,3811,20140811102236
286,10678,20140811100319
68,5293,20140811114633
7914,649,20140811112741
5749,10772,20140811105307
7047,5029,20140811192238
5145,7918,20140811120638
5145,4448,20140817180043
5145,7367,20140817155645
5445,8697,20140811152129
9018,10939,20140811160517
2564,9119,20140811134652
6236,9647,20140811125837
9409,9180,20140817194310
1676,7277,20140811134508
42,7266,20140811163756
1361,9270,20140811140151
4581,18,20140817133722
8984,8066,20140811125718
8984,298,20140817180247
4580,9119,20140811112940
4580,5029,20140817151444
4580,5029,20140817105255
4580,5029,20140811192413
4580,3864,20140811185314
4580,5029,20140811122513
5323,5210,20140811162604
5323,5210,20140817182841
5323,5210,20140817164538
9171,8066,20140811103313
4578,7276,20140811112419
4578,5036,20140817124830
9725,1685,20140811114402
9725,11316,20140817140225
9725,10495,20140817125239
7876,9067,20140811175803
9130,18,20140817123631
9130,9286,20140817195150
4795,10482,20140811135745
5138,4684,20140817111952
7329,5502,20140811112216
8120,9299,20140811120712
8571,524,20140811133202
8571,7369,20140817180249
3464,10503,20140811143446
8673,9211,20140817114739
6850,9175,20140811154129
9040,11634,20140811124057
9040,6206,20140817193643
3970,10843,20140811110140
3970,10843,20140817103258
7647,9600,20140811132838
3199,7303,20140817124838
6169,10772,20140811175000
5610,549,20140811162828
2960,7996,20140811122953
6569,30,20140811140416
3070,6202,20140811163823
9035,9147,20140817104431
8991,10490,20140811131522
4450,7303,20140811184914
2952,10679,20140817170636
988,7196,20140811152532
9146,5742,20140811113133
3386,5000,20140811155422
2184,521,20140811102456
2439,9280,20140811111742
9083,3223,20140817165229
8323,7146,20140811104037
8323,11189,20140817152032
9930,9111,20140811181535
9930,3835,20140817185905
9930,9015,20140817120021
6973,7364,20140811115345
7758,3440,20140811144526
7758,7786,20140811175156
5823,1861,20140811142438
8999,7899,20140817171324
8999,4902,20140817163959
1042,9135,20140817160611
6821,3537,20140811104955
1909,4234,20140817111904
6132,7317,20140811114112
574,9151,20140811112744
1289,5742,20140811192712
8089,9118,20140817113214
1961,6683,20140811170116
3781,3387,20140811155958
2068,1689,20140811190125
6892,718,20140811164851
9815,3214,20140811123135
9815,3279,20140811143804
952,10772,20140817161325
2717,9646,20140811111831
2181,9028,20140817134523
1292,4971,20140817113338
1292,4971,20140817135742
7913,4340,20140811184333
7913,4393,20140817164402
7955,7996,20140817132959
1430,5042,20140811131513
5333,26,20140811103939
5333,7981,20140817144354
7489,9333,20140817181910
7489,5018,20140817102103
1432,4345,20140811193115
5172,9072,20140817101122
3601,1051,20140811101648
7882,3773,20140811111707
6701,7363,20140811152802
6701,7303,20140817102417
3568,536,20140811180857
6385,11640,20140811110854
2430,2142,20140811142725
4352,9328,20140811171117
3971,6523,20140811151509
9914,9256,20140811125346
4618,9263,20140811110433
4618,13,20140817151833
6849,9333,20140811190844
92,9093,20140811113013
2714,7932,20140811133533
1291,7297,20140811112631
8276,9448,20140817171202
207,4742,20140811181653
407,4437,20140811112528
3266,299,20140811120234
7747,9515,20140811121949
7747,9524,20140817180941
6137,4965,20140811175556
1407,7155,20140811105354
732,5188,20140811160058
6687,9774,20140811104611
3608,10413,20140817161909
5472,10675,20140811190933
5472,10759,20140817170648
338,11438,20140811115251
2501,11640,20140811183216
7343,11714,20140811135456
6965,0,20140811160815
9426,30,20140811172016
9426,5206,20140817194110
7631,7786,20140811122217
7488,10874,20140817171524
3753,5175,20140817185811
265,741,20140817143626
6402,524,20140811172901
6465,7985,20140811183757
7966,9072,20140811113623
5072,6302,20140811153241
7151,3737,20140811105153
7151,9063,20140817114623
8793,10772,20140811112929
5116,9218,20140811163044
6126,1910,20140811133123
2019,3537,20140817191217
2019,3536,20140817100603
5209,5039,20140811111911
699,3536,20140817121648
372,7786,20140817193308
5002,741,20140811172349
3098,4998,20140811161402
8519,9059,20140817183102
8519,4947,20140817102334
7917,8750,20140811172823
6899,656,20140811140618
3847,10554,20140811114103
1838,7387,20140811110142
48,6662,20140811150114
8216,9596,20140811100608
8216,1667,20140817191955
8216,9596,20140817152927
8216,9567,20140811182149
8216,9567,20140811161556
3936,66,20140811120213
316,4902,20140817174842
316,4902,20140817153237
7924,7350,20140811115832
5317,4920,20140811163047
7458,7303,20140811135539
9400,4416,20140811102319
3775,9147,20140811114339
210,5714,20140811152352
6798,3232,20140817174804
8479,5264,20140811124402
85,2071,20140811163546
85,996,20140817181852
85,8058,20140817145741
85,2241,20140817111622
930,7786,20140811163723
2965,7946,20140817170149
2965,7310,20140817113742
5484,9175,20140811174108
9513,7390,20140817183032
7608,8010,20140811170436
7608,3864,20140817180331
198,565,20140811184033
3351,1901,20140811134351
3351,3323,20140817101217
2266,8870,20140817130206
6009,714,20140817185809
7694,4340,20140811182420
1769,8982,20140811113957
91,3796,20140811123702
9511,10402,20140811110542
8853,7303,20140811101948
1976,9253,20140817131724
3980,9253,20140817102309
5699,3826,20140811155437
7811,11027,20140811112917
7811,10999,20140817180516
2871,11449,20140811151849
6170,7399,20140811105508
1122,7980,20140811124217
9822,3737,20140811163739
3237,4753,20140811125340
5985,7587,20140811110033
5113,7337,20140817143230
5301,2142,20140811102030
5301,8958,20140817133709
6646,5714,20140811163409
1902,5042,20140811174739
2312,9104,20140817134247
2312,5028,20140817123257
7181,10887,20140811140433
1186,10441,20140817185826
1186,9470,20140817111707
175,9272,20140817185511
7022,5606,20140811114712
3818,1919,20140811111115
3812,7587,20140811103559
3459,9047,20140811165545
3459,26,20140811182041
3459,7932,20140811171018
6212,11895,20140817105345
8657,5564,20140811104848
3397,5487,20140811162219
8891,7399,20140811112051
4601,5293,20140811110709
6524,545,20140811103442
2801,11531,20140811154214
639,11640,20140817163045
9509,4631,20140811164521
2360,11418,20140811120620
2360,10503,20140817131055
64,9143,20140811170652
604,9053,20140811151509
2732,9147,20140817172112
2732,9147,20140817101849
8732,4947,20140811111353
7331,3815,20140811105828
4835,9872,20140817195003
9265,9190,20140817192327
4807,10825,20140811133946
1331,7342,20140811182716
1331,9034,20140817162410
4720,11327,20140817112159
4720,11327,20140817105640
9156,10985,20140811132942
3612,9180,20140811182230
5497,10510,20140817103103
6957,5040,20140811111844
6957,9103,20140817171148
8153,7928,20140811141431
8153,11425,20140817144357
8153,7928,20140817121416
8532,3763,20140811121533
1681,9296,20140811111831
4016,7308,20140817135639
6631,4808,20140817170139
8929,10510,20140817121542
7720,5015,20140811101427
9024,8870,20140811160654
9272,29,20140811183005
9272,9079,20140817180917
20,3763,20140811131327
5630,8763,20140817112816
4118,4719,20140811132246
2277,9058,20140811171736
4160,520,20140811174305
9524,9285,20140811160045
4024,10813,20140811152856
4024,10813,20140817111517
7547,9788,20140817120116
5947,9605,20140811143944
4350,11327,20140817111650
2525,3883,20140811100141
680,3871,20140811154109
1117,6701,20140811151432
1227,8463,20140817181832
2195,3729,20140811184933
8696,5257,20140817155329
5978,9176,20140817183021
1812,9042,20140811124101
7317,4401,20140811145842
7325,9328,20140811101718
7325,558,20140817144059
1770,3815,20140811161723
358,10571,20140811162038
5375,9328,20140811112125
7974,4909,20140811164353
3824,3127,20140811112658
5742,175,20140817191457
5742,11506,20140817110357
3715,515,20140811161706
6872,8984,20140811160909
8787,4883,20140811104328
2850,9271,20140811103645
2432,7317,20140817130126
256,9135,20140811102710
2063,8010,20140811131958
2063,9004,20140817162005
5545,1980,20140817132430
8501,7390,20140811184051
1235,11883,20140811153051
250,9257,20140811161523
9768,4901,20140817185116
183,10490,20140811121626
5923,3011,20140811164609
7651,7303,20140811181640
5690,6191,20140817124915
6295,10678,20140817185157
8555,5971,20140811160638
4998,4876,20140811110022
2442,1982,20140811133444
7502,8988,20140811170053
853,66,20140811124732
4286,9900,20140817105811
960,4753,20140811140948
960,11531,20140817160816
6673,1863,20140811184116
6370,3497,20140811154358
6370,3387,20140817151649
3514,3736,20140817152357
2342,7337,20140811175025
3732,9627,20140817172138
7283,7308,20140811122408
2647,8870,20140811174909
5795,9035,20140811111654
8364,9235,20140811101923
8364,3799,20140817191958
9851,18,20140811143824
451,9043,20140811100409
1055,11039,20140811152213
1531,5168,20140811112021
1531,5168,20140811141706
8019,10670,20140811152320
7273,6566,20140811121733
9724,4673,20140817111149
7133,4719,20140811100507
8418,9571,20140817194648
8418,1765,20140817134147
3033,8745,20140811101407
8442,3766,20140811153032
2127,3180,20140811135543
4546,5338,20140811141650
4546,5338,20140817102100
5421,11316,20140811172930
9875,3821,20140811154019
1604,4331,20140811131450
5297,3776,20140811110802
8566,8731,20140811163728
6310,10494,20140811123216
4195,3766,20140811145208
9251,9886,20140811110951
5951,3811,20140811174656
378,5206,20140811100301
378,11449,20140817104050
7227,9235,20140811105052
7227,7998,20140817143934
725,9116,20140811153528
6448,8992,20140811130632
6923,10985,20140811180400
802,3501,20140817141552
8830,882,20140817101835
8848,9866,20140811143657
433,9072,20140811130753
5535,3802,20140811154718
8215,3791,20140817103619
1373,11894,20140811145649
5167,7922,20140817174240
2984,11640,20140817125931
6826,9194,20140811102102
3723,7998,20140811191915
7887,8972,20140811160554
2535,978,20140811102216
6384,3527,20140811193924
4603,10534,20140811160609
4471,6662,20140811173911
6804,1814,20140811163408
6304,4956,20140817160930
4083,10680,20140811170810
3637,66,20140817150714
8591,11565,20140811101125
1793,8846,20140811151751
3480,8835,20140811134706
3480,1632,20140817170012
9199,3727,20140811165707
2379,10848,20140811111142
7326,6274,20140811175216
6922,5208,20140817182825
3009,3826,20140817105149
6124,11175,20140817121348
2144,11682,20140817192301
8865,4627,20140811195648
2650,3232,20140811170833
8692,11714,20140811105716
7200,714,20140811175446
3021,6566,20140817172112
1209,3808,20140811160108
8595,5015,20140811125550
8595,9193,20140811135922
1545,740,20140811144258
1545,8743,20140817184604
1545,806,20140817164934
1545,806,20140817155446
1938,5714,20140817190757
2603,10939,20140811115142
2603,11251,20140811143129
9072,9695,20140811133015
6685,11303,20140811133130
7839,9604,20140811134448
1440,9147,20140811124339
9821,4684,20140811102318
4010,5208,20140811105713
7827,11574,20140811101705
4371,5405,20140811162445
4371,5518,20140817161735
8707,10484,20140817185258
7883,2142,20140817163851
4142,9303,20140811162720
7256,4627,20140811105556
2250,8998,20140817101421
8921,3826,20140811151858
6667,978,20140811182028
355,7973,20140817175520
2051,9159,20140811140914
2051,6662,20140817131634
9416,6312,20140811144800
2548,2241,20140817113501
6962,10489,20140811174828
5060,6712,20140811102117
8367,7310,20140811111727
6237,10848,20140811181319
6237,5714,20140817173807
6237,10799,20140817113749
6064,5334,20140817172012
9838,5168,20140817131329
6718,6447,20140811172446
7468,2072,20140811115725
2620,1795,20140811104206
425,8743,20140817172628
425,704,20140817101355
3600,8870,20140811103825
3600,2149,20140817162616
3102,4579,20140817190319
9308,9203,20140811165630
1411,3053,20140817184008
9617,10503,20140817111611
6756,3105,20140811114248
6756,3058,20140817163514
7173,3118,20140817110426
8843,10610,20140817155829
2778,9600,20140811154656
9763,64,20140811142343
8766,3832,20140817165133
8766,3799,20140817101541
9107,9126,20140811160250
8056,2142,20140811145305
4662,4631,20140811144726
2881,4834,20140817171506
7360,9057,20140817185749
8574,9197,20140817183750
3831,7307,20140811100410
3831,7303,20140817132129
4686,3883,20140811131924
4686,3861,20140817123821
9063,5042,20140811170044
3353,7303,20140811151902
4074,8825,20140811175105
7687,3776,20140811110913
7687,10490,20140811190125
4999,3074,20140811125459
7851,1217,20140811142309
7851,8467,20140817111507
3319,6191,20140817185054
8795,3412,20140811110350
8795,9845,20140817160405
8795,9872,20140811144623
9498,7315,20140811120304
9498,9194,20140817103425
9498,3775,20140811163844
3334,11751,20140811150117
3334,11751,20140817144709
3334,11751,20140817110545
3334,11751,20140817100137
5831,3292,20140811153712
5831,3323,20140817183351
9082,4557,20140817173756
3253,9223,20140811111332
3253,558,20140811172923
3253,9072,20140811165011
3253,11301,20140811121430
5587,9170,20140811124726
5587,4995,20140817141258
5587,3815,20140817135829
3221,9072,20140811175753
7854,6210,20140811131224
7854,6210,20140811174438
6879,3817,20140811103523
6879,9774,20140817131827
7366,9199,20140811111108
7366,9215,20140817120915
7366,9215,20140811183439
7366,514,20140811170854
7366,9199,20140811135643
3479,9496,20140811124201
6174,9170,20140811105644
6174,3853,20140817155219
6174,3853,20140817101459
6174,3853,20140811173615
6174,3853,20140811163140
6174,3853,20140811142855
7282,10634,20140817164906
8405,9318,20140811120336
8405,9318,20140811161723
3105,3787,20140811134947
1355,7277,20140811171306
1355,633,20140817155418
1355,9035,20140817141159
3251,7337,20140811163811
3251,7310,20140817175557
3700,974,20140811115454
9105,9524,20140811144524
9105,9496,20140817140006
8487,9118,20140811150259
8487,9118,20140817192423
2903,7341,20140811105104
1666,9175,20140817164413
1515,649,20140811102443
1515,9296,20140817125811
6866,718,20140817184158
6866,8829,20140817174949
6866,8829,20140817154417
9874,5289,20140811192311
9874,10772,20140817152747
5590,8982,20140811154402
6860,9197,20140811100006
3304,7987,20140811120951
3304,9090,20140817174623
3304,7987,20140817114638
9005,3799,20140811191047
585,2071,20140811115003
3946,6157,20140811125324
3946,7966,20140817125541
5901,9067,20140811131149
3101,5197,20140811111621
3101,7987,20140817124632
722,10900,20140817155327
2172,8979,20140811123425
7998,4955,20140817182809
7998,9119,20140817104156
2221,8980,20140811142254
2221,9192,20140817151046
4254,934,20140811160513
1821,9845,20140817160615
9446,11692,20140811192016
9446,11654,20140817190148
4684,7935,20140811152559
9025,8824,20140811172228
8054,6135,20140817110800
3156,5210,20140811173917
542,3339,20140817121106
5045,3157,20140811124025
6003,3199,20140811105805
6564,11961,20140811155147
5181,659,20140811105426
7886,1833,20140811110911
1311,10874,20140811155835
3756,7333,20140811172746
5397,4631,20140811172458
1479,10831,20140811120737
419,3028,20140817131745
3297,1765,20140817103118
2451,3108,20140811111329
9796,10494,20140811114832
4385,5033,20140817155622
4490,5152,20140811112959
6925,3771,20140811101131
2766,1881,20140811180926
2766,1881,20140817185311
2766,1778,20140817152830
2362,10759,20140817174113
9926,8859,20140811121145
9880,3536,20140811153131
3003,9117,20140811134156
8112,5714,20140811120000
656,4617,20140811164605
1591,3840,20140817102146
1591,10667,20140817142317
1591,9207,20140817110152
622,934,20140811153111
9373,7996,20140811105541
6209,7304,20140817100936
1820,7141,20140811120851
1820,181,20140817105950
6704,1832,20140811183838
3010,548,20140811125309
4757,11574,20140811101139
2460,9280,20140811102353
5918,9086,20140817180323
5918,3771,20140817164757
4592,9020,20140811160210
295,8010,20140811150453
9190,938,20140817163900
3553,4947,20140811105145
3553,4933,20140817111305
2764,9004,20140817184439
2764,9693,20140817112200
5026,3536,20140811185521
8366,9116,20140817162653
8366,9791,20140817132544
4466,3234,20140811120854
7950,11536,20140811111144
7950,11603,20140817103727
4658,9079,20140811183421
182,7359,20140817171203
9173,3864,20140811104201
5571,7367,20140817164507
6072,10848,20140811134405
5365,7333,20140811105819
387,4902,20140811111312
387,1947,20140817100335
8146,549,20140817145622
4318,11264,20140817121711
6960,3148,20140811110013
5938,4518,20140811153511
5938,11289,20140817164755
5938,10985,20140817153858
2058,11674,20140811121111
3287,7502,20140811114855
329,8907,20140817111621
4832,7387,20140811143517
5704,9647,20140817153840
5704,9647,20140817101241
1159,9312,20140811121145
2840,10610,20140811133233
3804,11764,20140811180944
7224,9090,20140817100423
7519,515,20140811115303
7519,7985,20140817132920
7519,7333,20140817102854
1914,9253,20140811104648
1790,9151,20140811105844
5129,6447,20140811103013
5114,545,20140811120731
1338,3775,20140817112523
5280,5208,20140811115430
2459,4882,20140817110418
2728,9090,20140811150019
7406,5018,20140817145659
1634,11282,20140817132829
6571,9067,20140817181812
8171,10874,20140811173157
4903,3536,20140817182342
1940,3755,20140811131323
1940,3871,20140817183415
7822,4340,20140811105259
1628,9057,20140811113346
2685,12,20140817102621
8751,936,20140811131106
2862,9042,20140811125228
1365,9296,20140811100650
2052,7946,20140811135208
7728,5029,20140817195438
3796,11649,20140811155357
3796,5206,20140817163022
3796,11640,20140817102146
9286,7377,20140811133629
9286,10510,20140817130554
9286,7377,20140817122919
9744,9110,20140817143709
9757,9662,20140811145233
7648,1832,20140811195453
388,7315,20140811175700
1704,4883,20140817115711
6610,6515,20140811140136
2409,10554,20140811110757
1507,549,20140811110701
2604,9289,20140817165551
2604,9289,20140817131906
2604,8989,20140817121633
8704,10670,20140811163326
3125,10974,20140817180022
3146,5311,20140811102209
3519,2142,20140817133341
6520,5003,20140811195217
1385,558,20140811114530
1385,10503,20140817145401
2822,3867,20140811101808
8784,2168,20140811191929
4137,2155,20140817102816
4992,9253,20140817114802
9309,3398,20140811115100
3203,3727,20140811151437
3203,3771,20140817125401
7704,10408,20140811150832
7704,9198,20140811190506
7238,9496,20140817173010
2634,3147,20140811113854
9664,3778,20140811190530
8730,11035,20140811113228
5033,3110,20140811115728
197,7998,20140811122418
4207,10645,20140817191614
457,3536,20140817190037
5294,10680,20140811170900
5294,5497,20140817141403
2787,4543,20140811174618
475,527,20140817120337
5796,8982,20140817193211
2971,4609,20140811164803
3194,9629,20140811104250
8312,5338,20140811140234
6282,9900,20140811104815
4419,9900,20140811170556
5017,3028,20140811112623
7954,3110,20140811110446
2174,6023,20140811135340
2577,9467,20140811112601
4970,3482,20140817161912
5682,11565,20140811185349
5137,4952,20140811120840
7250,9197,20140811120153
6519,936,20140817143008
859,9922,20140811143448
8549,9303,20140811172552
3435,11934,20140811164047
5818,6564,20140811152931
8805,9515,20140811133051
2788,6523,20140811181603
6772,4920,20140811152032
2983,10595,20140811103529
3244,6566,20140811110247
5314,1887,20140817110825
4202,524,20140811145304
4006,11894,20140811105518
3835,740,20140811152459
8337,1002,20140811103050
5449,9228,20140811160250
4212,3361,20140811120758
7627,9268,20140811154809
7226,3787,20140811154029
9941,29,20140811124302
4949,9126,20140811103150
7340,6662,20140817172010
7340,6530,20140817165909
6240,4966,20140817110047
6240,3771,20140817120049
6005,11865,20140811121354
6005,11865,20140811145008
1901,9303,20140811120223
5279,4866,20140811101321
5028,1784,20140811163530
5028,9573,20140817110206
5603,11282,20140811183147
7523,10490,20140811145124
9688,6701,20140817142658
9934,9139,20140811120530
2000,4883,20140811195917
9318,18,20140811164234
