USERID,SHOPID,ARRIVAL_TIME
8398.0,0.0,20140811100717
8398.0,0.0,20140817110300
8398.0,0.0,20140811120549
9226.0,0.0,20140817171029
649.0,0.0,20140811181618
649.0,0.0,20140817190616
649.0,0.0,20140817175433
6622.0,0.0,20140811153209
6622.0,0.0,20140817163342
6622.0,0.0,20140817105730
6136.0,648.0,20140811114200
6949.0,0.0,20140811122419
6949.0,0.0,20140817143553
6949.0,0.0,20140817114705
4192.0,0.0,20140811190453
7534.0,0.0,20140811143810
7534.0,0.0,20140811172231
3475.0,0.0,20140817165045
2270.0,0.0,20140811162111
2270.0,0.0,20140817124343
2270.0,0.0,20140811175659
977.0,0.0,20140811103957
977.0,0.0,20140817111025
977.0,0.0,20140811184515
977.0,0.0,20140811145623
8995.0,0.0,20140811100110
8995.0,0.0,20140817154537
8995.0,0.0,20140817114509
1561.0,0.0,20140811125803
2376.0,0.0,20140811105428
2376.0,0.0,20140817114419
4681.0,1910.0,20140811110105
4681.0,0.0,20140817172033
2887.0,0.0,20140811125325
2887.0,0.0,20140817165629
2887.0,0.0,20140817125649
2887.0,0.0,20140811173226
9738.0,648.0,20140817152047
6933.0,0.0,20140811151515
1738.0,0.0,20140817175121
9348.0,648.0,20140811185010
3208.0,1910.0,20140811110727
7850.0,648.0,20140817151111
8679.0,0.0,20140811105415
2382.0,0.0,20140811111642
2382.0,0.0,20140817121528
1034.0,0.0,20140817110627
4606.0,0.0,20140811161420
4606.0,0.0,20140817152524
3594.0,0.0,20140811121135
4997.0,1910.0,20140811101246
4997.0,1910.0,20140817182855
8678.0,0.0,20140811113747
8678.0,0.0,20140817180412
8678.0,0.0,20140817110938
8678.0,0.0,20140811152753
3006.0,0.0,20140811105919
3006.0,0.0,20140811111237
3069.0,0.0,20140811163128
3069.0,0.0,20140817132302
4032.0,1991.0,20140811181552
7028.0,0.0,20140811110825
2301.0,0.0,20140811143335
2301.0,0.0,20140817144346
2301.0,0.0,20140817114124
2301.0,0.0,20140811170322
2301.0,0.0,20140811152414
4818.0,0.0,20140811191746
2812.0,664.0,20140811105502
2812.0,0.0,20140817130146
2812.0,0.0,20140817121004
2812.0,0.0,20140817113927
4003.0,0.0,20140817183350
1993.0,0.0,20140811173049
1993.0,0.0,20140817144433
1151.0,0.0,20140811182749
4657.0,0.0,20140811153529
4657.0,0.0,20140817172429
4657.0,0.0,20140811160124
5143.0,664.0,20140811173828
5143.0,664.0,20140817160340
3235.0,0.0,20140811130100
3235.0,0.0,20140817172219
3235.0,0.0,20140817120101
5277.0,0.0,20140817103446
8514.0,0.0,20140811175817
4433.0,0.0,20140811170402
6820.0,0.0,20140811113144
6820.0,0.0,20140817174226
6820.0,0.0,20140817160342
8403.0,0.0,20140811142303
8403.0,0.0,20140817143402
8403.0,0.0,20140817134349
8403.0,0.0,20140811175322
1132.0,0.0,20140811115026
9053.0,0.0,20140811125643
9053.0,0.0,20140817100352
3876.0,0.0,20140811111517
3876.0,0.0,20140817115022
2811.0,1910.0,20140811142747
2811.0,1910.0,20140817170416
2811.0,1910.0,20140817141935
2811.0,664.0,20140811193054
7960.0,0.0,20140811111208
7960.0,0.0,20140811164816
4434.0,0.0,20140817172742
4434.0,648.0,20140817130058
4434.0,0.0,20140817103521
9195.0,0.0,20140811160924
9195.0,0.0,20140817111018
193.0,0.0,20140811161749
193.0,664.0,20140817191528
193.0,0.0,20140811175610
2202.0,0.0,20140817105221
2202.0,0.0,20140817151522
8099.0,0.0,20140817163232
8178.0,0.0,20140811123723
8154.0,0.0,20140811174612
8154.0,0.0,20140817160255
8154.0,0.0,20140811181234
7248.0,0.0,20140811134807
7248.0,0.0,20140811164911
7248.0,0.0,20140811142715
8974.0,0.0,20140817103821
1866.0,0.0,20140811150300
1866.0,0.0,20140817170219
1866.0,0.0,20140817130538
447.0,0.0,20140811152936
4728.0,0.0,20140811124755
4786.0,0.0,20140811142348
4786.0,0.0,20140817154927
4786.0,0.0,20140817122543
4786.0,0.0,20140817103014
4786.0,0.0,20140811174230
1954.0,0.0,20140811132517
1954.0,0.0,20140811142438
1434.0,0.0,20140811125320
4210.0,0.0,20140811171643
8554.0,0.0,20140811143411
3801.0,0.0,20140817121532
3801.0,0.0,20140817183442
2856.0,0.0,20140817110211
6284.0,0.0,20140811104218
6284.0,0.0,20140811150214
6284.0,0.0,20140811121328
266.0,0.0,20140811183610
1382.0,0.0,20140817132206
1382.0,0.0,20140817120417
5722.0,0.0,20140811103214
4895.0,0.0,20140811153020
4895.0,0.0,20140817181224
1443.0,0.0,20140817124550
1443.0,1910.0,20140817155259
367.0,0.0,20140811193243
7503.0,0.0,20140811151407
7503.0,0.0,20140811160236
8205.0,1910.0,20140811133301
8205.0,1910.0,20140817120647
8205.0,1910.0,20140811175417
8994.0,0.0,20140811113103
9751.0,0.0,20140811164022
3213.0,0.0,20140811142823
3213.0,0.0,20140817193922
3213.0,0.0,20140817111349
9687.0,0.0,20140811124049
9687.0,0.0,20140817173405
9687.0,0.0,20140817164242
9687.0,0.0,20140811165750
7495.0,0.0,20140811163800
6908.0,0.0,20140811114101
6908.0,0.0,20140811174630
7000.0,1910.0,20140817165250
3948.0,0.0,20140811132235
1265.0,0.0,20140811113116
1265.0,0.0,20140817162541
1265.0,0.0,20140817152736
1265.0,0.0,20140817102314
1265.0,0.0,20140811182932
1265.0,0.0,20140811164410
1265.0,0.0,20140811121518
3369.0,0.0,20140811100526
3369.0,0.0,20140817170817
3369.0,0.0,20140817160851
3369.0,0.0,20140811183955
9194.0,0.0,20140811113513
1951.0,0.0,20140811150943
1951.0,0.0,20140817190259
9202.0,0.0,20140811165922
7149.0,0.0,20140811182628
7149.0,0.0,20140817100913
7024.0,0.0,20140811140524
7024.0,0.0,20140817143442
7024.0,0.0,20140811160308
75.0,0.0,20140811160435
4251.0,0.0,20140811183833
4251.0,0.0,20140817105930
1883.0,1910.0,20140817100225
1883.0,1910.0,20140817151919
5678.0,1910.0,20140811163640
5678.0,1910.0,20140817143943
8199.0,0.0,20140811195802
8199.0,0.0,20140817143834
3572.0,0.0,20140811111759
3572.0,0.0,20140811181952
8940.0,0.0,20140817183916
4235.0,0.0,20140811101046
4235.0,0.0,20140811124140
8167.0,0.0,20140811155216
8167.0,0.0,20140817134722
8446.0,0.0,20140811105322
8446.0,1893.0,20140817111637
8446.0,0.0,20140811110152
4896.0,0.0,20140811101922
1341.0,0.0,20140817124809
6192.0,1910.0,20140811111510
6192.0,1910.0,20140811121325
9397.0,0.0,20140817170428
9343.0,0.0,20140811161032
2209.0,0.0,20140811114220
2209.0,0.0,20140811144050
4537.0,0.0,20140811134852
4537.0,664.0,20140817161848
8121.0,0.0,20140811114155
8121.0,648.0,20140817140206
6926.0,0.0,20140811142316
6926.0,0.0,20140817174842
6926.0,0.0,20140817165225
6926.0,0.0,20140817142430
6926.0,0.0,20140811183456
4076.0,0.0,20140811175841
4477.0,0.0,20140811121034
4477.0,0.0,20140817150746
4477.0,0.0,20140817105116
9369.0,648.0,20140811154529
2705.0,0.0,20140811131558
8564.0,0.0,20140817170536
5438.0,0.0,20140817120849
8641.0,0.0,20140811114238
8641.0,0.0,20140817185632
8576.0,0.0,20140811100414
8576.0,0.0,20140817150116
8576.0,648.0,20140817135418
8576.0,0.0,20140817102230
7652.0,0.0,20140811120829
7862.0,0.0,20140817165529
3573.0,0.0,20140811100924
6039.0,1991.0,20140817101302
2991.0,0.0,20140811175438
2991.0,0.0,20140811181920
3952.0,0.0,20140811144110
4513.0,0.0,20140811110853
1959.0,0.0,20140811165147
7818.0,0.0,20140811144322
1890.0,0.0,20140811181912
9184.0,0.0,20140811100039
1347.0,0.0,20140811114705
1347.0,0.0,20140817173939
621.0,0.0,20140811100150
621.0,0.0,20140817121145
3554.0,0.0,20140811164035
4256.0,0.0,20140811181400
4967.0,0.0,20140811105104
9445.0,0.0,20140817135352
2069.0,0.0,20140817174631
9092.0,1910.0,20140811101131
9092.0,664.0,20140817103502
3662.0,664.0,20140811174719
6270.0,0.0,20140811153717
2825.0,0.0,20140811175438
7702.0,0.0,20140811142859
883.0,0.0,20140817104507
9776.0,0.0,20140817164752
9776.0,0.0,20140817104338
9193.0,664.0,20140817102823
4180.0,0.0,20140811164706
6795.0,0.0,20140811112951
6783.0,0.0,20140811113625
4880.0,0.0,20140811104142
3092.0,648.0,20140817145127
8811.0,0.0,20140811133356
6383.0,0.0,20140811103200
2579.0,0.0,20140817172949
1180.0,0.0,20140811184222
7697.0,10785.0,20140811142707
7697.0,10785.0,20140817131523
6900.0,0.0,20140811103641
7582.0,0.0,20140811144114
8849.0,0.0,20140811104149
6292.0,0.0,20140811174945
6150.0,0.0,20140811122112
6150.0,0.0,20140817125502
2747.0,0.0,20140811110104
8506.0,0.0,20140811113440
9666.0,0.0,20140811144415
4814.0,0.0,20140811161114
8020.0,0.0,20140811185250
1068.0,0.0,20140811161636
3481.0,0.0,20140811165047
7672.0,0.0,20140811143607
9045.0,0.0,20140817192241
2264.0,0.0,20140817115422
7399.0,0.0,20140817191603
4711.0,0.0,20140811125653
4711.0,0.0,20140817185127
301.0,648.0,20140817175607
1431.0,0.0,20140811104600
1431.0,0.0,20140817170305
1431.0,0.0,20140817160503
8608.0,0.0,20140811111140
6936.0,0.0,20140811102757
8194.0,0.0,20140811145617
9797.0,0.0,20140817120146
6525.0,0.0,20140817174650
8299.0,0.0,20140817180610
8299.0,0.0,20140817175442
1742.0,0.0,20140811115154
1742.0,0.0,20140817122630
1742.0,0.0,20140817114114
8824.0,0.0,20140811155523
8824.0,0.0,20140817112828
4426.0,0.0,20140811163051
4596.0,0.0,20140811141358
9682.0,0.0,20140811174359
1363.0,0.0,20140817112858
1236.0,0.0,20140817185531
8235.0,0.0,20140811131813
745.0,0.0,20140811151834
4407.0,0.0,20140811135315
3186.0,0.0,20140811182257
3382.0,648.0,20140811113015
3841.0,0.0,20140811150744
2573.0,0.0,20140811101229
676.0,0.0,20140817151839
1.0,0.0,20140811102236
286.0,0.0,20140811100319
68.0,0.0,20140811114633
7914.0,0.0,20140811112741
5749.0,0.0,20140811105307
7047.0,0.0,20140811192238
5145.0,0.0,20140811120638
5145.0,0.0,20140817180043
5145.0,648.0,20140817155645
5445.0,648.0,20140811152129
9018.0,664.0,20140811160517
2564.0,0.0,20140811134652
6236.0,0.0,20140811125837
9409.0,0.0,20140817194310
1676.0,0.0,20140811134508
42.0,0.0,20140811163756
1361.0,0.0,20140811140151
4581.0,0.0,20140817133722
8984.0,0.0,20140811125718
8984.0,0.0,20140817180247
4580.0,0.0,20140811112940
4580.0,0.0,20140817151444
4580.0,0.0,20140817105255
4580.0,0.0,20140811192413
4580.0,0.0,20140811185314
4580.0,0.0,20140811122513
5323.0,0.0,20140811162604
5323.0,0.0,20140817182841
5323.0,0.0,20140817164538
9171.0,0.0,20140811103313
4578.0,0.0,20140811112419
4578.0,0.0,20140817124830
9725.0,664.0,20140811114402
9725.0,0.0,20140817140225
9725.0,0.0,20140817125239
7876.0,0.0,20140811175803
9130.0,0.0,20140817123631
9130.0,0.0,20140817195150
4795.0,0.0,20140811135745
5138.0,0.0,20140817111952
7329.0,0.0,20140811112216
8120.0,0.0,20140811120712
8571.0,0.0,20140811133202
8571.0,0.0,20140817180249
3464.0,0.0,20140811143446
8673.0,0.0,20140817114739
6850.0,0.0,20140811154129
9040.0,0.0,20140811124057
9040.0,0.0,20140817193643
3970.0,1910.0,20140811110140
3970.0,1910.0,20140817103258
7647.0,0.0,20140811132838
3199.0,0.0,20140817124838
6169.0,0.0,20140811175000
5610.0,0.0,20140811162828
2960.0,0.0,20140811122953
6569.0,0.0,20140811140416
3070.0,0.0,20140811163823
9035.0,0.0,20140817104431
8991.0,0.0,20140811131522
4450.0,0.0,20140811184914
2952.0,0.0,20140817170636
988.0,0.0,20140811152532
9146.0,1910.0,20140811113133
3386.0,0.0,20140811155422
2184.0,0.0,20140811102456
2439.0,0.0,20140811111742
9083.0,0.0,20140817165229
8323.0,0.0,20140811104037
8323.0,0.0,20140817152032
9930.0,0.0,20140811181535
9930.0,0.0,20140817185905
9930.0,0.0,20140817120021
6973.0,0.0,20140811115345
7758.0,0.0,20140811144526
7758.0,0.0,20140811175156
5823.0,0.0,20140811142438
8999.0,0.0,20140817171324
8999.0,0.0,20140817163959
1042.0,0.0,20140817160611
6821.0,0.0,20140811104955
1909.0,664.0,20140817111904
6132.0,0.0,20140811114112
574.0,0.0,20140811112744
1289.0,1910.0,20140811192712
8089.0,0.0,20140817113214
1961.0,0.0,20140811170116
3781.0,0.0,20140811155958
2068.0,0.0,20140811190125
6892.0,1888.0,20140811164851
9815.0,0.0,20140811123135
9815.0,0.0,20140811143804
952.0,0.0,20140817161325
2717.0,0.0,20140811111831
2181.0,0.0,20140817134523
1292.0,0.0,20140817113338
1292.0,0.0,20140817135742
7913.0,0.0,20140811184333
7913.0,0.0,20140817164402
7955.0,0.0,20140817132959
1430.0,0.0,20140811131513
5333.0,0.0,20140811103939
5333.0,0.0,20140817144354
7489.0,0.0,20140817181910
7489.0,0.0,20140817102103
1432.0,0.0,20140811193115
5172.0,0.0,20140817101122
3601.0,0.0,20140811101648
7882.0,0.0,20140811111707
6701.0,0.0,20140811152802
6701.0,0.0,20140817102417
3568.0,0.0,20140811180857
6385.0,0.0,20140811110854
2430.0,0.0,20140811142725
4352.0,0.0,20140811171117
3971.0,0.0,20140811151509
9914.0,0.0,20140811125346
4618.0,0.0,20140811110433
4618.0,0.0,20140817151833
6849.0,0.0,20140811190844
92.0,0.0,20140811113013
2714.0,0.0,20140811133533
1291.0,0.0,20140811112631
8276.0,1910.0,20140817171202
207.0,0.0,20140811181653
407.0,0.0,20140811112528
3266.0,0.0,20140811120234
7747.0,1910.0,20140811121949
7747.0,1910.0,20140817180941
6137.0,648.0,20140811175556
1407.0,0.0,20140811105354
732.0,0.0,20140811160058
6687.0,0.0,20140811104611
3608.0,0.0,20140817161909
5472.0,0.0,20140811190933
5472.0,0.0,20140817170648
338.0,0.0,20140811115251
2501.0,0.0,20140811183216
7343.0,0.0,20140811135456
6965.0,0.0,20140811160815
9426.0,0.0,20140811172016
9426.0,0.0,20140817194110
7631.0,0.0,20140811122217
7488.0,1910.0,20140817171524
3753.0,0.0,20140817185811
265.0,664.0,20140817143626
6402.0,0.0,20140811172901
6465.0,0.0,20140811183757
7966.0,0.0,20140811113623
5072.0,0.0,20140811153241
7151.0,0.0,20140811105153
7151.0,0.0,20140817114623
8793.0,0.0,20140811112929
5116.0,0.0,20140811163044
6126.0,0.0,20140811133123
2019.0,0.0,20140817191217
2019.0,0.0,20140817100603
5209.0,0.0,20140811111911
699.0,0.0,20140817121648
372.0,0.0,20140817193308
5002.0,648.0,20140811172349
3098.0,0.0,20140811161402
8519.0,0.0,20140817183102
8519.0,0.0,20140817102334
7917.0,0.0,20140811172823
6899.0,0.0,20140811140618
3847.0,0.0,20140811114103
1838.0,0.0,20140811110142
48.0,0.0,20140811150114
8216.0,0.0,20140811100608
8216.0,0.0,20140817191955
8216.0,0.0,20140817152927
8216.0,0.0,20140811182149
8216.0,0.0,20140811161556
3936.0,0.0,20140811120213
316.0,0.0,20140817174842
316.0,0.0,20140817153237
7924.0,0.0,20140811115832
5317.0,0.0,20140811163047
7458.0,0.0,20140811135539
9400.0,0.0,20140811102319
3775.0,0.0,20140811114339
210.0,1910.0,20140811152352
6798.0,0.0,20140817174804
8479.0,0.0,20140811124402
85.0,0.0,20140811163546
85.0,0.0,20140817181852
85.0,0.0,20140817145741
85.0,1980.0,20140817111622
930.0,0.0,20140811163723
2965.0,0.0,20140817170149
2965.0,0.0,20140817113742
5484.0,0.0,20140811174108
9513.0,0.0,20140817183032
7608.0,0.0,20140811170436
7608.0,648.0,20140817180331
198.0,0.0,20140811184033
3351.0,0.0,20140811134351
3351.0,0.0,20140817101217
2266.0,0.0,20140817130206
6009.0,664.0,20140817185809
7694.0,0.0,20140811182420
1769.0,0.0,20140811113957
91.0,0.0,20140811123702
9511.0,664.0,20140811110542
8853.0,0.0,20140811101948
1976.0,0.0,20140817131724
3980.0,0.0,20140817102309
5699.0,0.0,20140811155437
7811.0,0.0,20140811112917
7811.0,0.0,20140817180516
2871.0,0.0,20140811151849
6170.0,0.0,20140811105508
1122.0,0.0,20140811124217
9822.0,0.0,20140811163739
3237.0,0.0,20140811125340
5985.0,1893.0,20140811110033
5113.0,0.0,20140817143230
5301.0,0.0,20140811102030
5301.0,0.0,20140817133709
6646.0,1910.0,20140811163409
1902.0,0.0,20140811174739
2312.0,0.0,20140817134247
2312.0,0.0,20140817123257
7181.0,1910.0,20140811140433
1186.0,0.0,20140817185826
1186.0,664.0,20140817111707
175.0,0.0,20140817185511
7022.0,1910.0,20140811114712
3818.0,0.0,20140811111115
3812.0,1893.0,20140811103559
3459.0,0.0,20140811165545
3459.0,0.0,20140811182041
3459.0,0.0,20140811171018
6212.0,0.0,20140817105345
8657.0,0.0,20140811104848
3397.0,0.0,20140811162219
8891.0,0.0,20140811112051
4601.0,0.0,20140811110709
6524.0,0.0,20140811103442
2801.0,0.0,20140811154214
639.0,0.0,20140817163045
9509.0,0.0,20140811164521
2360.0,0.0,20140811120620
2360.0,0.0,20140817131055
64.0,0.0,20140811170652
604.0,0.0,20140811151509
2732.0,0.0,20140817172112
2732.0,0.0,20140817101849
8732.0,0.0,20140811111353
7331.0,0.0,20140811105828
4835.0,0.0,20140817195003
9265.0,0.0,20140817192327
4807.0,664.0,20140811133946
1331.0,0.0,20140811182716
1331.0,0.0,20140817162410
4720.0,0.0,20140817112159
4720.0,0.0,20140817105640
9156.0,0.0,20140811132942
3612.0,0.0,20140811182230
5497.0,0.0,20140817103103
6957.0,0.0,20140811111844
6957.0,648.0,20140817171148
8153.0,0.0,20140811141431
8153.0,664.0,20140817144357
8153.0,1893.0,20140817121416
8532.0,0.0,20140811121533
1681.0,0.0,20140811111831
4016.0,0.0,20140817135639
6631.0,0.0,20140817170139
8929.0,0.0,20140817121542
7720.0,0.0,20140811101427
9024.0,0.0,20140811160654
9272.0,0.0,20140811183005
9272.0,0.0,20140817180917
20.0,0.0,20140811131327
5630.0,664.0,20140817112816
4118.0,0.0,20140811132246
2277.0,0.0,20140811171736
4160.0,0.0,20140811174305
9524.0,0.0,20140811160045
4024.0,1910.0,20140811152856
4024.0,1910.0,20140817111517
7547.0,0.0,20140817120116
5947.0,0.0,20140811143944
4350.0,0.0,20140817111650
2525.0,0.0,20140811100141
680.0,0.0,20140811154109
1117.0,0.0,20140811151432
1227.0,1910.0,20140817181832
2195.0,0.0,20140811184933
8696.0,0.0,20140817155329
5978.0,0.0,20140817183021
1812.0,0.0,20140811124101
7317.0,0.0,20140811145842
7325.0,0.0,20140811101718
7325.0,0.0,20140817144059
1770.0,0.0,20140811161723
358.0,0.0,20140811162038
5375.0,0.0,20140811112125
7974.0,0.0,20140811164353
3824.0,1910.0,20140811112658
5742.0,0.0,20140817191457
5742.0,1980.0,20140817110357
3715.0,0.0,20140811161706
6872.0,0.0,20140811160909
8787.0,0.0,20140811104328
2850.0,0.0,20140811103645
2432.0,0.0,20140817130126
256.0,0.0,20140811102710
2063.0,0.0,20140811131958
2063.0,0.0,20140817162005
5545.0,0.0,20140817132430
8501.0,0.0,20140811184051
1235.0,0.0,20140811153051
250.0,0.0,20140811161523
9768.0,0.0,20140817185116
183.0,0.0,20140811121626
5923.0,1910.0,20140811164609
7651.0,0.0,20140811181640
5690.0,0.0,20140817124915
6295.0,0.0,20140817185157
8555.0,0.0,20140811160638
4998.0,0.0,20140811110022
2442.0,0.0,20140811133444
7502.0,648.0,20140811170053
853.0,0.0,20140811124732
4286.0,0.0,20140817105811
960.0,0.0,20140811140948
960.0,0.0,20140817160816
6673.0,0.0,20140811184116
6370.0,0.0,20140811154358
6370.0,0.0,20140817151649
3514.0,0.0,20140817152357
2342.0,0.0,20140811175025
3732.0,0.0,20140817172138
7283.0,0.0,20140811122408
2647.0,0.0,20140811174909
5795.0,0.0,20140811111654
8364.0,0.0,20140811101923
8364.0,0.0,20140817191958
9851.0,0.0,20140811143824
451.0,0.0,20140811100409
1055.0,0.0,20140811152213
1531.0,0.0,20140811112021
1531.0,0.0,20140811141706
8019.0,0.0,20140811152320
7273.0,0.0,20140811121733
9724.0,0.0,20140817111149
7133.0,0.0,20140811100507
8418.0,0.0,20140817194648
8418.0,0.0,20140817134147
3033.0,1888.0,20140811101407
8442.0,0.0,20140811153032
2127.0,0.0,20140811135543
4546.0,0.0,20140811141650
4546.0,0.0,20140817102100
5421.0,0.0,20140811172930
9875.0,0.0,20140811154019
1604.0,0.0,20140811131450
5297.0,0.0,20140811110802
8566.0,0.0,20140811163728
6310.0,0.0,20140811123216
4195.0,0.0,20140811145208
9251.0,0.0,20140811110951
5951.0,0.0,20140811174656
378.0,0.0,20140811100301
378.0,0.0,20140817104050
7227.0,0.0,20140811105052
7227.0,0.0,20140817143934
725.0,0.0,20140811153528
6448.0,0.0,20140811130632
6923.0,0.0,20140811180400
802.0,0.0,20140817141552
8830.0,648.0,20140817101835
8848.0,0.0,20140811143657
433.0,0.0,20140811130753
5535.0,0.0,20140811154718
8215.0,0.0,20140817103619
1373.0,0.0,20140811145649
5167.0,0.0,20140817174240
2984.0,0.0,20140817125931
6826.0,0.0,20140811102102
3723.0,0.0,20140811191915
7887.0,0.0,20140811160554
2535.0,0.0,20140811102216
6384.0,0.0,20140811193924
4603.0,0.0,20140811160609
4471.0,0.0,20140811173911
6804.0,664.0,20140811163408
6304.0,664.0,20140817160930
4083.0,0.0,20140811170810
3637.0,0.0,20140817150714
8591.0,0.0,20140811101125
1793.0,1888.0,20140811151751
3480.0,1991.0,20140811134706
3480.0,1888.0,20140817170012
9199.0,0.0,20140811165707
2379.0,1910.0,20140811111142
7326.0,0.0,20140811175216
6922.0,0.0,20140817182825
3009.0,0.0,20140817105149
6124.0,0.0,20140817121348
2144.0,0.0,20140817192301
8865.0,0.0,20140811195648
2650.0,0.0,20140811170833
8692.0,0.0,20140811105716
7200.0,1991.0,20140811175446
3021.0,0.0,20140817172112
1209.0,0.0,20140811160108
8595.0,0.0,20140811125550
8595.0,0.0,20140811135922
1545.0,0.0,20140811144258
1545.0,0.0,20140817184604
1545.0,648.0,20140817164934
1545.0,648.0,20140817155446
1938.0,1910.0,20140817190757
2603.0,664.0,20140811115142
2603.0,0.0,20140811143129
9072.0,0.0,20140811133015
6685.0,0.0,20140811133130
7839.0,0.0,20140811134448
1440.0,0.0,20140811124339
9821.0,0.0,20140811102318
4010.0,0.0,20140811105713
7827.0,0.0,20140811101705
4371.0,0.0,20140811162445
4371.0,0.0,20140817161735
8707.0,648.0,20140817185258
7883.0,0.0,20140817163851
4142.0,0.0,20140811162720
7256.0,0.0,20140811105556
2250.0,0.0,20140817101421
8921.0,0.0,20140811151858
6667.0,0.0,20140811182028
355.0,0.0,20140817175520
2051.0,0.0,20140811140914
2051.0,0.0,20140817131634
9416.0,0.0,20140811144800
2548.0,0.0,20140817113501
6962.0,0.0,20140811174828
5060.0,664.0,20140811102117
8367.0,0.0,20140811111727
6237.0,1910.0,20140811181319
6237.0,1910.0,20140817173807
6237.0,664.0,20140817113749
6064.0,0.0,20140817172012
9838.0,0.0,20140817131329
6718.0,0.0,20140811172446
7468.0,0.0,20140811115725
2620.0,0.0,20140811104206
425.0,0.0,20140817172628
425.0,648.0,20140817101355
3600.0,0.0,20140811103825
3600.0,0.0,20140817162616
3102.0,0.0,20140817190319
9308.0,0.0,20140811165630
1411.0,1910.0,20140817184008
9617.0,0.0,20140817111611
6756.0,1910.0,20140811114248
6756.0,1910.0,20140817163514
7173.0,1910.0,20140817110426
8843.0,0.0,20140817155829
2778.0,0.0,20140811154656
9763.0,0.0,20140811142343
8766.0,0.0,20140817165133
8766.0,0.0,20140817101541
9107.0,0.0,20140811160250
8056.0,0.0,20140811145305
4662.0,0.0,20140811144726
2881.0,0.0,20140817171506
7360.0,0.0,20140817185749
8574.0,648.0,20140817183750
3831.0,0.0,20140811100410
3831.0,0.0,20140817132129
4686.0,0.0,20140811131924
4686.0,648.0,20140817123821
9063.0,0.0,20140811170044
3353.0,0.0,20140811151902
4074.0,0.0,20140811175105
7687.0,0.0,20140811110913
7687.0,0.0,20140811190125
4999.0,664.0,20140811125459
7851.0,1910.0,20140811142309
7851.0,1910.0,20140817111507
3319.0,0.0,20140817185054
8795.0,0.0,20140811110350
8795.0,0.0,20140817160405
8795.0,0.0,20140811144623
9498.0,0.0,20140811120304
9498.0,0.0,20140817103425
9498.0,0.0,20140811163844
3334.0,0.0,20140811150117
3334.0,0.0,20140817144709
3334.0,0.0,20140817110545
3334.0,0.0,20140817100137
5831.0,0.0,20140811153712
5831.0,0.0,20140817183351
9082.0,0.0,20140817173756
3253.0,0.0,20140811111332
3253.0,0.0,20140811172923
3253.0,0.0,20140811165011
3253.0,0.0,20140811121430
5587.0,0.0,20140811124726
5587.0,0.0,20140817141258
5587.0,1910.0,20140817135829
3221.0,0.0,20140811175753
7854.0,0.0,20140811131224
7854.0,0.0,20140811174438
6879.0,0.0,20140811103523
6879.0,0.0,20140817131827
7366.0,0.0,20140811111108
7366.0,0.0,20140817120915
7366.0,0.0,20140811183439
7366.0,0.0,20140811170854
7366.0,0.0,20140811135643
3479.0,1910.0,20140811124201
6174.0,0.0,20140811105644
6174.0,0.0,20140817155219
6174.0,0.0,20140817101459
6174.0,0.0,20140811173615
6174.0,0.0,20140811163140
6174.0,0.0,20140811142855
7282.0,0.0,20140817164906
