USERID,SHOPID,ARRIVAL_TIME
4451FFEA87E023BD566C67A004C2F1E2,4947,20140817103406
4451FFEA87E023BD566C67A004C2F1E2,9280,20140815163731
4451FFEA87E023BD566C67A004C2F1E2,5486,20140813172557
4451FFEA87E023BD566C67A004C2F1E2,10503,20140813160102
BE883872A65D066CA60B9CB6C5C1FCCE,9011,20140816182914
BE883872A65D066CA60B9CB6C5C1FCCE,9135,20140817110439
7BE197DD12735DF9800518712FC7FC8C,553,20140811142819
7BE197DD12735DF9800518712FC7FC8C,9151,20140816105846
7BE197DD12735DF9800518712FC7FC8C,9060,20140815120638
7BE197DD12735DF9800518712FC7FC8C,537,20140815102036
7BE197DD12735DF9800518712FC7FC8C,10437,20140813144912
7BE197DD12735DF9800518712FC7FC8C,664,20140812143553
7BE197DD12735DF9800518712FC7FC8C,9225,20140812112808
7BE197DD12735DF9800518712FC7FC8C,3827,20140811172019
1C101D4CE8CD1611D83E3B6D5D008A65,9318,20140811100906
1C101D4CE8CD1611D83E3B6D5D008A65,9318,20140817184649
1C101D4CE8CD1611D83E3B6D5D008A65,9280,20140817164006
1C101D4CE8CD1611D83E3B6D5D008A65,7315,20140816182826
1C101D4CE8CD1611D83E3B6D5D008A65,4876,20140811184138
1C101D4CE8CD1611D83E3B6D5D008A65,7913,20140811161151
1C101D4CE8CD1611D83E3B6D5D008A65,9318,20140811131436
1C101D4CE8CD1611D83E3B6D5D008A65,9318,20140811114147
B76A7D122137118CAE456903384EF112,9241,20140811100455
B76A7D122137118CAE456903384EF112,9117,20140817104411
B76A7D122137118CAE456903384EF112,3827,20140813184759
B76A7D122137118CAE456903384EF112,3745,20140811180205
B76A7D122137118CAE456903384EF112,7364,20140811122140
31AB3B62BE4CAEF91E00A17A65E56E04,5358,20140812101159
31AB3B62BE4CAEF91E00A17A65E56E04,9127,20140817185927
31AB3B62BE4CAEF91E00A17A65E56E04,4869,20140817151200
31AB3B62BE4CAEF91E00A17A65E56E04,3842,20140817111912
31AB3B62BE4CAEF91E00A17A65E56E04,671,20140816120542
31AB3B62BE4CAEF91E00A17A65E56E04,9219,20140815133158
31AB3B62BE4CAEF91E00A17A65E56E04,9255,20140814171032
31AB3B62BE4CAEF91E00A17A65E56E04,4869,20140814152011
31AB3B62BE4CAEF91E00A17A65E56E04,7967,20140814143903
31AB3B62BE4CAEF91E00A17A65E56E04,9298,20140813170723
31AB3B62BE4CAEF91E00A17A65E56E04,658,20140813164504
31AB3B62BE4CAEF91E00A17A65E56E04,9143,20140813124225
31AB3B62BE4CAEF91E00A17A65E56E04,5491,20140812171447
18AC9C201267039EF4198541D3E3FFF6,4973,20140811104631
18AC9C201267039EF4198541D3E3FFF6,9242,20140817111728
18AC9C201267039EF4198541D3E3FFF6,8978,20140816160136
18AC9C201267039EF4198541D3E3FFF6,9163,20140816112309
18AC9C201267039EF4198541D3E3FFF6,9025,20140816100519
18AC9C201267039EF4198541D3E3FFF6,9163,20140815174203
18AC9C201267039EF4198541D3E3FFF6,9230,20140815161048
18AC9C201267039EF4198541D3E3FFF6,9230,20140815154631
18AC9C201267039EF4198541D3E3FFF6,553,20140815103206
18AC9C201267039EF4198541D3E3FFF6,26,20140814191818
18AC9C201267039EF4198541D3E3FFF6,11614,20140814172244
18AC9C201267039EF4198541D3E3FFF6,11614,20140814144544
18AC9C201267039EF4198541D3E3FFF6,3836,20140814123748
18AC9C201267039EF4198541D3E3FFF6,9114,20140814102916
18AC9C201267039EF4198541D3E3FFF6,4925,20140811184130
18AC9C201267039EF4198541D3E3FFF6,9280,20140811174212
18AC9C201267039EF4198541D3E3FFF6,3776,20140811163136
18AC9C201267039EF4198541D3E3FFF6,3846,20140811154237
18AC9C201267039EF4198541D3E3FFF6,7277,20140811142307
D4C92A8877E440DAF1EA6B345C2695AD,3452,20140813111648
3508E6FB4350F9E528E98417972F437A,3028,20140811101212
3508E6FB4350F9E528E98417972F437A,3028,20140817135152
3508E6FB4350F9E528E98417972F437A,3028,20140816180242
3508E6FB4350F9E528E98417972F437A,3007,20140816172601
3508E6FB4350F9E528E98417972F437A,3028,20140816153423
3508E6FB4350F9E528E98417972F437A,3007,20140816124904
3508E6FB4350F9E528E98417972F437A,3028,20140815162016
3508E6FB4350F9E528E98417972F437A,3110,20140815132037
3508E6FB4350F9E528E98417972F437A,3007,20140815120545
3508E6FB4350F9E528E98417972F437A,9519,20140814182248
3508E6FB4350F9E528E98417972F437A,3028,20140813121054
3508E6FB4350F9E528E98417972F437A,3124,20140812161911
3508E6FB4350F9E528E98417972F437A,3028,20140811140533
3508E6FB4350F9E528E98417972F437A,3028,20140811115604
A35CEF597D9B58BE566424ADBF896B71,4883,20140811102118
A35CEF597D9B58BE566424ADBF896B71,4883,20140817180939
A35CEF597D9B58BE566424ADBF896B71,9113,20140817153116
A35CEF597D9B58BE566424ADBF896B71,7315,20140817124353
A35CEF597D9B58BE566424ADBF896B71,9228,20140817114102
A35CEF597D9B58BE566424ADBF896B71,7356,20140816181819
A35CEF597D9B58BE566424ADBF896B71,9050,20140816162524
A35CEF597D9B58BE566424ADBF896B71,9045,20140816125853
A35CEF597D9B58BE566424ADBF896B71,8982,20140815183223
A35CEF597D9B58BE566424ADBF896B71,9230,20140815122330
A35CEF597D9B58BE566424ADBF896B71,3775,20140815113215
A35CEF597D9B58BE566424ADBF896B71,8982,20140814194435
A35CEF597D9B58BE566424ADBF896B71,9152,20140814181144
A35CEF597D9B58BE566424ADBF896B71,9152,20140814160557
A35CEF597D9B58BE566424ADBF896B71,7993,20140814113936
A35CEF597D9B58BE566424ADBF896B71,8982,20140813193927
A35CEF597D9B58BE566424ADBF896B71,9230,20140813183031
A35CEF597D9B58BE566424ADBF896B71,4883,20140813112100
A35CEF597D9B58BE566424ADBF896B71,7943,20140812190727
A35CEF597D9B58BE566424ADBF896B71,7946,20140812185410
A35CEF597D9B58BE566424ADBF896B71,4883,20140812162919
A35CEF597D9B58BE566424ADBF896B71,7897,20140812152446
A35CEF597D9B58BE566424ADBF896B71,8980,20140812142943
A35CEF597D9B58BE566424ADBF896B71,4963,20140812110539
A35CEF597D9B58BE566424ADBF896B71,4879,20140812105322
A35CEF597D9B58BE566424ADBF896B71,9230,20140811183844
A35CEF597D9B58BE566424ADBF896B71,4883,20140811151134
A35CEF597D9B58BE566424ADBF896B71,4883,20140811123907
71311547E6CD04A84DA492C239BA1D99,10534,20140814154843
71311547E6CD04A84DA492C239BA1D99,10595,20140815192355
71311547E6CD04A84DA492C239BA1D99,10595,20140815174050
71311547E6CD04A84DA492C239BA1D99,10534,20140815130321
71311547E6CD04A84DA492C239BA1D99,10595,20140815110239
09D5EAB72F3FA941129AF9A64CA36E2D,4894,20140811124138
09D5EAB72F3FA941129AF9A64CA36E2D,7350,20140817172105
09D5EAB72F3FA941129AF9A64CA36E2D,9034,20140817155010
09D5EAB72F3FA941129AF9A64CA36E2D,3720,20140817134018
09D5EAB72F3FA941129AF9A64CA36E2D,9025,20140817101228
09D5EAB72F3FA941129AF9A64CA36E2D,9076,20140816173226
09D5EAB72F3FA941129AF9A64CA36E2D,646,20140816114931
09D5EAB72F3FA941129AF9A64CA36E2D,4885,20140815161442
09D5EAB72F3FA941129AF9A64CA36E2D,646,20140815125453
09D5EAB72F3FA941129AF9A64CA36E2D,5039,20140814111816
09D5EAB72F3FA941129AF9A64CA36E2D,8991,20140813151413
09D5EAB72F3FA941129AF9A64CA36E2D,9093,20140813123233
09D5EAB72F3FA941129AF9A64CA36E2D,9277,20140813100231
09D5EAB72F3FA941129AF9A64CA36E2D,9270,20140812155739
09D5EAB72F3FA941129AF9A64CA36E2D,4897,20140812124022
09D5EAB72F3FA941129AF9A64CA36E2D,7971,20140812113808
09D5EAB72F3FA941129AF9A64CA36E2D,4943,20140811161759
1AE1575BAEF0B5648FF598EEBADA0E9E,4856,20140813105357
1AE1575BAEF0B5648FF598EEBADA0E9E,4963,20140812181412
1AE1575BAEF0B5648FF598EEBADA0E9E,3780,20140812175512
1AE1575BAEF0B5648FF598EEBADA0E9E,4847,20140812163728
1AE1575BAEF0B5648FF598EEBADA0E9E,4856,20140812142810
1AE1575BAEF0B5648FF598EEBADA0E9E,4856,20140812132623
1AE1575BAEF0B5648FF598EEBADA0E9E,4882,20140811163954
1AE1575BAEF0B5648FF598EEBADA0E9E,4856,20140811133424
1AE1575BAEF0B5648FF598EEBADA0E9E,4847,20140811105327
1AE1575BAEF0B5648FF598EEBADA0E9E,4862,20140817191315
1AE1575BAEF0B5648FF598EEBADA0E9E,3790,20140817182825
1AE1575BAEF0B5648FF598EEBADA0E9E,4856,20140817133132
1AE1575BAEF0B5648FF598EEBADA0E9E,4856,20140817124547
1AE1575BAEF0B5648FF598EEBADA0E9E,4862,20140816181138
1AE1575BAEF0B5648FF598EEBADA0E9E,4960,20140816174822
1AE1575BAEF0B5648FF598EEBADA0E9E,4856,20140816155833
1AE1575BAEF0B5648FF598EEBADA0E9E,4856,20140816144848
1AE1575BAEF0B5648FF598EEBADA0E9E,4856,20140816134106
1AE1575BAEF0B5648FF598EEBADA0E9E,4856,20140816120236
1AE1575BAEF0B5648FF598EEBADA0E9E,4856,20140816110220
1AE1575BAEF0B5648FF598EEBADA0E9E,4856,20140816103216
1AE1575BAEF0B5648FF598EEBADA0E9E,4856,20140815180842
1AE1575BAEF0B5648FF598EEBADA0E9E,4856,20140815153501
1AE1575BAEF0B5648FF598EEBADA0E9E,4856,20140815133937
1AE1575BAEF0B5648FF598EEBADA0E9E,4960,20140814175725
1AE1575BAEF0B5648FF598EEBADA0E9E,4960,20140814140319
1AE1575BAEF0B5648FF598EEBADA0E9E,4856,20140814111915
1AE1575BAEF0B5648FF598EEBADA0E9E,646,20140813163722
1AE1575BAEF0B5648FF598EEBADA0E9E,5040,20140813151537
1AE1575BAEF0B5648FF598EEBADA0E9E,4856,20140813140110
1AE1575BAEF0B5648FF598EEBADA0E9E,4856,20140813134703
1AE1575BAEF0B5648FF598EEBADA0E9E,4856,20140813121206
0C4043FFEFA9B08DE619377099269A00,249,20140813131723
0C4043FFEFA9B08DE619377099269A00,1622,20140817195053
0C4043FFEFA9B08DE619377099269A00,8802,20140814172802
8A56C0DA393B0D21BBD9208C5A491158,7980,20140811100215
8A56C0DA393B0D21BBD9208C5A491158,9303,20140817112600
8A56C0DA393B0D21BBD9208C5A491158,8005,20140817102956
8A56C0DA393B0D21BBD9208C5A491158,9255,20140816103449
8A56C0DA393B0D21BBD9208C5A491158,9328,20140815163534
8A56C0DA393B0D21BBD9208C5A491158,654,20140815133634
8A56C0DA393B0D21BBD9208C5A491158,7962,20140815121023
8A56C0DA393B0D21BBD9208C5A491158,8005,20140814102136
8A56C0DA393B0D21BBD9208C5A491158,9255,20140813111932
8A56C0DA393B0D21BBD9208C5A491158,7980,20140813103613
8A56C0DA393B0D21BBD9208C5A491158,9175,20140812121954
8A56C0DA393B0D21BBD9208C5A491158,26,20140812112147
8A56C0DA393B0D21BBD9208C5A491158,9255,20140811142309
8A56C0DA393B0D21BBD9208C5A491158,9255,20140811110925
5DDE8639A79B600A29B853396CD45A69,9124,20140811114020
5DDE8639A79B600A29B853396CD45A69,9220,20140817190733
5DDE8639A79B600A29B853396CD45A69,656,20140817163701
5DDE8639A79B600A29B853396CD45A69,656,20140816173201
5DDE8639A79B600A29B853396CD45A69,9124,20140813115449
5DDE8639A79B600A29B853396CD45A69,9288,20140813103103
46790430424E6FF865D42EB2FE0F3AD6,8066,20140812165331
46790430424E6FF865D42EB2FE0F3AD6,996,20140817113527
46790430424E6FF865D42EB2FE0F3AD6,8058,20140816173703
46790430424E6FF865D42EB2FE0F3AD6,8931,20140816130936
46790430424E6FF865D42EB2FE0F3AD6,8066,20140816112844
46790430424E6FF865D42EB2FE0F3AD6,1019,20140815125532
46790430424E6FF865D42EB2FE0F3AD6,8066,20140815112222
46790430424E6FF865D42EB2FE0F3AD6,978,20140813174337
46790430424E6FF865D42EB2FE0F3AD6,8860,20140813111027
46790430424E6FF865D42EB2FE0F3AD6,8066,20140813102908
46790430424E6FF865D42EB2FE0F3AD6,8860,20140812175804
34F31BD066CDD4386E234C352F3A8C8C,4962,20140811170314
34F31BD066CDD4386E234C352F3A8C8C,3826,20140816144501
34F31BD066CDD4386E234C352F3A8C8C,7356,20140815183050
34F31BD066CDD4386E234C352F3A8C8C,9255,20140815172237
34F31BD066CDD4386E234C352F3A8C8C,3826,20140814174913
34F31BD066CDD4386E234C352F3A8C8C,9255,20140813173242
34F31BD066CDD4386E234C352F3A8C8C,3727,20140812114401
34F31BD066CDD4386E234C352F3A8C8C,5025,20140812102911
70EAFAAC5E350DE948A6790CCF89CAC3,9069,20140812165759
70EAFAAC5E350DE948A6790CCF89CAC3,9332,20140817103502
70EAFAAC5E350DE948A6790CCF89CAC3,10404,20140816121533
70EAFAAC5E350DE948A6790CCF89CAC3,549,20140816101932
70EAFAAC5E350DE948A6790CCF89CAC3,656,20140815154809
70EAFAAC5E350DE948A6790CCF89CAC3,4399,20140814145902
D0A331B263562EAF150857C10CF2688C,648,20140811180231
D0A331B263562EAF150857C10CF2688C,9296,20140817163558
D0A331B263562EAF150857C10CF2688C,9011,20140816180654
D0A331B263562EAF150857C10CF2688C,648,20140815191048
D0A331B263562EAF150857C10CF2688C,648,20140815101335
D0A331B263562EAF150857C10CF2688C,648,20140814124641
D0A331B263562EAF150857C10CF2688C,9296,20140813175817
D0A331B263562EAF150857C10CF2688C,3858,20140812194641
D0A331B263562EAF150857C10CF2688C,648,20140812183703
D0A331B263562EAF150857C10CF2688C,9296,20140812131825
C2887568434C99DCD55CB32470F75D75,9086,20140812182247
C2887568434C99DCD55CB32470F75D75,9190,20140817164201
4E8BF27BD3194B97E6A6620448FCFDBD,7483,20140812110419
4E8BF27BD3194B97E6A6620448FCFDBD,4823,20140817190028
4E8BF27BD3194B97E6A6620448FCFDBD,7483,20140817113901
4E8BF27BD3194B97E6A6620448FCFDBD,7483,20140816165142
4E8BF27BD3194B97E6A6620448FCFDBD,7483,20140815184231
4E8BF27BD3194B97E6A6620448FCFDBD,4719,20140815142541
4E8BF27BD3194B97E6A6620448FCFDBD,11449,20140813151630
4E8BF27BD3194B97E6A6620448FCFDBD,7483,20140812180232
4E8BF27BD3194B97E6A6620448FCFDBD,4785,20140812163226
13B73F87834AAC5DCC9CADE5A020080E,10484,20140811143715
13B73F87834AAC5DCC9CADE5A020080E,10484,20140815145843
13B73F87834AAC5DCC9CADE5A020080E,10484,20140813153423
13B73F87834AAC5DCC9CADE5A020080E,4940,20140812153739
13B73F87834AAC5DCC9CADE5A020080E,10484,20140811153813
042A6020E7359356CA86D93F556C783B,5340,20140811112851
042A6020E7359356CA86D93F556C783B,5443,20140817165334
042A6020E7359356CA86D93F556C783B,10667,20140817114027
042A6020E7359356CA86D93F556C783B,10648,20140816193805
042A6020E7359356CA86D93F556C783B,5564,20140816180242
042A6020E7359356CA86D93F556C783B,10686,20140816155557
042A6020E7359356CA86D93F556C783B,49,20140816122551
042A6020E7359356CA86D93F556C783B,5306,20140816100052
042A6020E7359356CA86D93F556C783B,10686,20140815151712
042A6020E7359356CA86D93F556C783B,5409,20140815144045
042A6020E7359356CA86D93F556C783B,5409,20140815114016
042A6020E7359356CA86D93F556C783B,10648,20140814195039
042A6020E7359356CA86D93F556C783B,10648,20140814182353
042A6020E7359356CA86D93F556C783B,5303,20140814142403
042A6020E7359356CA86D93F556C783B,5405,20140813165042
042A6020E7359356CA86D93F556C783B,10653,20140813154005
042A6020E7359356CA86D93F556C783B,5573,20140813133403
042A6020E7359356CA86D93F556C783B,10648,20140812165000
042A6020E7359356CA86D93F556C783B,10648,20140812123036
042A6020E7359356CA86D93F556C783B,10648,20140811174153
042A6020E7359356CA86D93F556C783B,10653,20140811141347
DA80082E04589943CF80C5804CA91A80,8044,20140811145521
DA80082E04589943CF80C5804CA91A80,8860,20140817173651
DA80082E04589943CF80C5804CA91A80,8860,20140817154438
DA80082E04589943CF80C5804CA91A80,8931,20140816182537
DA80082E04589943CF80C5804CA91A80,8066,20140816170724
DA80082E04589943CF80C5804CA91A80,8860,20140815152456
DA80082E04589943CF80C5804CA91A80,8860,20140814152730
DA80082E04589943CF80C5804CA91A80,8860,20140813183717
DA80082E04589943CF80C5804CA91A80,8860,20140813155940
DA80082E04589943CF80C5804CA91A80,1051,20140812162506
DA80082E04589943CF80C5804CA91A80,2162,20140812150450
DA80082E04589943CF80C5804CA91A80,8860,20140811184055
DA80082E04589943CF80C5804CA91A80,8860,20140811151135
8FDB4098D4C750DA52B0237877D0AE33,11603,20140812141304
8FDB4098D4C750DA52B0237877D0AE33,11603,20140815163136
8FDB4098D4C750DA52B0237877D0AE33,11565,20140815150113
6AD0D2D2CC563BF46455A23A71C82E05,8459,20140815100958
28D0B05BD8886DA6F0AB98E57945587E,11556,20140811115435
28D0B05BD8886DA6F0AB98E57945587E,6210,20140816150216
28D0B05BD8886DA6F0AB98E57945587E,6417,20140816145720
28D0B05BD8886DA6F0AB98E57945587E,6428,20140815165312
28D0B05BD8886DA6F0AB98E57945587E,6425,20140815143640
